1.615872979164124e-02	+5.277557579830564e-01	+1.521643378885450e-01	+2.227649696163507e-17
1.743915304541588e-02	+5.516861132110090e-01	+1.725870577061789e-01	-1.315399863232932e-17
1.871957629919052e-02	+5.669549725210031e-01	+1.924746485118980e-01	+3.814642254539852e-18
1.999999955296516e-02	+5.805137835266246e-01	+2.129363707400260e-01	+2.017140616411263e-18
2.111111022531986e-02	+5.941272553717967e-01	+2.317377714387392e-01	+2.833503518639989e-19
2.209876477718353e-02	+6.096594490482291e-01	+2.499367759286674e-01	+4.906942116200958e-18
2.308641932904720e-02	+6.247692911182722e-01	+2.691364856385448e-01	+1.013309439150153e-18
2.407407388091087e-02	+6.482050885646529e-01	+2.897465419540517e-01	+2.225416040327494e-17
2.506172843277454e-02	+6.633020767863075e-01	+3.100203164932759e-01	+4.033954566611873e-18
2.588477358222008e-02	+6.873237495697779e-01	+3.303258946692054e-01	-1.811607000000252e-17
2.670781873166561e-02	+6.834300954147805e-01	+3.442484031727542e-01	+4.729438409006782e-17
2.753086388111115e-02	+7.008483794399609e-01	+3.633031673782395e-01	-3.531831272920529e-17
2.835390903055668e-02	+7.046181047418177e-01	+3.795108723651794e-01	+1.992525483601550e-17
2.917695418000221e-02	+7.186059173828619e-01	+3.984161480894998e-01	+3.073322532934539e-18
2.999999932944775e-02	+7.212387726983668e-01	+4.150393737191966e-01	+2.943732911649532e-18
3.076923079788685e-02	+7.376193778733754e-01	+4.345653990207128e-01	-1.787741355624825e-17
3.153846040368080e-02	+7.368053427984327e-01	+4.499698938500151e-01	-3.046876680221487e-18
3.230769187211990e-02	+7.553079299095610e-01	+4.708374622537275e-01	+1.348254824272009e-17
3.300699219107628e-02	+7.577991448467218e-01	+4.864651846137009e-01	+2.640541792244261e-17
3.370629251003265e-02	+7.733135634296531e-01	+5.058873830698991e-01	+4.639426209468473e-18
3.440559282898903e-02	+7.800374508667647e-01	+5.232335206740507e-01	-1.759925993990019e-17
3.510489687323570e-02	+7.705779165376699e-01	+5.360072835892921e-01	+5.060855859930466e-18
3.580419719219208e-02	+8.062930579545510e-01	+5.624262126334473e-01	+2.638591333895214e-18
3.650349751114845e-02	+7.886559395769144e-01	+5.730969212265389e-01	+2.744029199762500e-17
3.720279783010483e-02	+7.994139204193713e-01	+5.911228131173590e-01	+1.380123492411151e-18
3.790209814906120e-02	+7.944723668912468e-01	+6.067268368113886e-01	-1.939637999004111e-17
3.860139846801758e-02	+8.168791691199614e-01	+6.299322425621880e-01	-4.990158591541932e-18
3.930069878697395e-02	+8.162779730653602e-01	+6.476758457331658e-01	+1.799531471297547e-17
3.999999910593033e-02	+8.057729435381714e-01	+6.599899808026778e-01	+4.244627990264859e-18
4.058823361992836e-02	+8.107523568219376e-01	+6.756625949600076e-01	+3.486614795004407e-17
4.117647185921669e-02	+8.162056451347567e-01	+6.926301508063299e-01	+5.007814734871326e-18
4.176470637321472e-02	+8.222245775508306e-01	+7.092602781714834e-01	+2.373266960862929e-17
4.235294088721275e-02	+8.214048741411851e-01	+7.236490256963017e-01	-1.520575326937905e-17
4.294117540121078e-02	+8.216747007777486e-01	+7.384451064104692e-01	+1.552711021959815e-18
4.348416253924370e-02	+8.221647358549088e-01	+7.522618762584264e-01	+7.098256801070599e-18
4.402714967727661e-02	+8.245117747106676e-01	+7.670252159843328e-01	+5.189905942764098e-18
4.457013681530952e-02	+8.258901226086334e-01	+7.814437700787162e-01	+3.245824327130810e-18
4.511312395334244e-02	+8.258752979669975e-01	+7.953921914841757e-01	-2.757442749693245e-17
4.565610736608505e-02	+8.254869870862469e-01	+8.093588612180056e-01	+3.358708691009993e-17
4.619909450411797e-02	+8.248933123055607e-01	+8.232948939679370e-01	+9.694033583645255e-18
4.674208164215088e-02	+8.238960202333034e-01	+8.370661603742158e-01	+5.054211214617356e-18
4.728506878018379e-02	+8.225489708142405e-01	+8.507054976697258e-01	-2.970920258979538e-17
4.782805591821671e-02	+8.208185921776064e-01	+8.642518554856903e-01	+6.383519668467284e-18
4.837103933095932e-02	+8.187243771233585e-01	+8.776919583735466e-01	+5.580031219686826e-17
4.891402646899223e-02	+8.163582789343941e-01	+8.910647507192732e-01	-3.897298443945595e-17
4.945701360702515e-02	+8.137076369596175e-01	+9.043498215872199e-01	+1.205751496117208e-18
5.000000074505806e-02	+8.107432892257240e-01	+9.175308097165318e-01	+3.973690924894769e-18
5.050000175833702e-02	+8.073531024787154e-01	+9.292825213456051e-01	+6.390891238636606e-17
5.099999904632568e-02	+8.043511788494830e-01	+9.413687380736270e-01	-1.654851549958191e-17
5.150000005960464e-02	+8.013010672314504e-01	+9.533867370358718e-01	-2.473632463537819e-17
5.200000107288361e-02	+7.977773235028842e-01	+9.652752888242822e-01	+5.725925499034759e-17
5.249999836087227e-02	+7.937753239075295e-01	+9.769842881327249e-01	-1.104320364032679e-17
5.299999937415123e-02	+7.896721117050290e-01	+9.886807197672896e-01	+1.538282185723225e-18
5.346666648983955e-02	+7.859544042810183e-01	+9.997822474158653e-01	+3.612547630555213e-18
5.393333360552788e-02	+7.823696696854876e-01	+1.010827439206555e+00	-2.707486209624971e-17
5.440000072121620e-02	+7.788316944374502e-01	+1.022021996141649e+00	+1.455024769554206e-18
5.486666783690453e-02	+7.747692755000357e-01	+1.032961109974604e+00	+5.982636289555401e-18
5.533333495259285e-02	+7.701046173618560e-01	+1.043610170736008e+00	+3.985703444869921e-17
5.579999834299088e-02	+7.652070395281039e-01	+1.054033530213468e+00	-3.289323357861889e-17
5.626666545867920e-02	+7.604835073578455e-01	+1.064717430319609e+00	+8.395505120948356e-18
5.673333257436752e-02	+7.554484406301574e-01	+1.075054369563096e+00	+4.182897969328576e-17
5.719999969005585e-02	+7.504408204755957e-01	+1.085587864642413e+00	-4.158208912408639e-17
5.766666680574417e-02	+7.449513665902803e-01	+1.095675299984822e+00	+1.562783475937289e-17
5.813333392143250e-02	+7.393466107135895e-01	+1.105869642088318e+00	+4.268141892200670e-17
5.860000103712082e-02	+7.331531218654994e-01	+1.115459575850078e+00	-2.769100301811733e-17
5.906666815280914e-02	+7.270589326910415e-01	+1.125294073804211e+00	+4.499557269222025e-17
5.953333154320717e-02	+7.203364181062266e-01	+1.134492628249494e+00	-2.843119003041495e-17
5.999999865889549e-02	+7.137312326611490e-01	+1.143961867889160e+00	+4.138475204464260e-17
6.045454367995262e-02	+7.069364394374543e-01	+1.152819103823726e+00	-2.610203717479232e-17
6.090909242630005e-02	+7.000449884395592e-01	+1.161579802418131e+00	+5.463022202565619e-18
6.136363744735718e-02	+6.929172151263889e-01	+1.170094169012929e+00	+4.507824309898289e-17
6.179545447230339e-02	+6.862834626699664e-01	+1.178382146577701e+00	-3.150275691964289e-17
6.222727149724960e-02	+6.785443285780347e-01	+1.185781766477452e+00	+6.147851100305809e-18
6.265909224748611e-02	+6.713280658155104e-01	+1.193217585638943e+00	+4.950662941624237e-17
6.309090554714203e-02	+6.643847748153859e-01	+1.201186210161170e+00	-3.338125260811834e-17
6.352272629737854e-02	+6.562100533604146e-01	+1.208374632597433e+00	+4.691610334830596e-17
6.395454704761505e-02	+6.485258384346986e-01	+1.215515682272948e+00	+5.534450375451020e-18
6.438636034727097e-02	+6.413611891131529e-01	+1.223307000295545e+00	-3.260627509461304e-17
6.481818109750748e-02	+6.329431439579620e-01	+1.230112497406215e+00	+4.605056037560736e-17
6.525000184774399e-02	+6.255174485921747e-01	+1.237517753236542e+00	+1.246473077084600e-17
6.568181514739990e-02	+6.177562828633278e-01	+1.244850841791402e+00	+2.027466199106294e-17
6.611363589763641e-02	+6.095049471367125e-01	+1.251656569389960e+00	-6.685653002345349e-17
6.654545664787292e-02	+6.011615303027785e-01	+1.258281625289747e+00	+5.685466739967649e-17
6.697726994752884e-02	+5.926435186718430e-01	+1.264645337679290e+00	+8.194292053962434e-18
6.740909069776535e-02	+5.845844741609078e-01	+1.271626394578308e+00	-5.127448653594804e-17
6.784091144800186e-02	+5.758207630731675e-01	+1.277687723576896e+00	+2.727014593042019e-17
6.827272474765778e-02	+5.673672788851506e-01	+1.284241891230030e+00	+4.242752859536060e-17
6.870454549789429e-02	+5.582316606760445e-01	+1.289845192169170e+00	+3.913624101903616e-18
6.913636624813080e-02	+5.493369159157034e-01	+1.295776406146736e+00	-3.490409878198789e-17
6.956817954778671e-02	+5.402542501707825e-01	+1.301445878511952e+00	+7.662011783707478e-18
7.000000029802322e-02	+5.310358240943035e-01	+1.306936387597084e+00	+4.726943731819685e-17
7.041666656732559e-02	+5.225077845350056e-01	+1.312638481142381e+00	-3.159873038387579e-17
7.083333283662796e-02	+5.127830338854459e-01	+1.316778094422085e+00	+4.685392697236227e-17
7.124999910593033e-02	+5.033988232908885e-01	+1.321314870309336e+00	-3.210860105844941e-17
7.166666537523270e-02	+4.940059162597123e-01	+1.325846125227694e+00	+4.784334639311207e-18
7.208333164453506e-02	+4.843450339036719e-01	+1.330075826796900e+00	+7.124914159820980e-17
7.249999791383743e-02	+4.745672421683807e-01	+1.334077681389065e+00	-5.817436582688147e-17
7.291666418313980e-02	+4.647292174995052e-01	+1.337928877609111e+00	+1.013239801555135e-17
7.333333045244217e-02	+4.549096858026679e-01	+1.341712820683973e+00	+2.135984670303385e-18
7.374999672174454e-02	+4.449772959633828e-01	+1.345295063984115e+00	+9.436299767874560e-18
7.416666299104691e-02	+4.349557415783190e-01	+1.348726061523952e+00	+7.174206820408091e-18
7.458333671092987e-02	+4.249324602311491e-01	+1.352077937607810e+00	+9.662948562680498e-18
7.500000298023224e-02	+4.147440898119222e-01	+1.355147314812657e+00	+5.238129389688870e-17
7.541666924953461e-02	+4.045537131586082e-01	+1.358140731768846e+00	-3.840605444462770e-17
7.583333551883698e-02	+3.942559870931619e-01	+1.360937689501948e+00	+9.065338430638129e-18
7.625000178813934e-02	+3.839645000546921e-01	+1.363660327917396e+00	+4.705922984467869e-17
7.666666805744171e-02	+3.735954659291725e-01	+1.366200552569528e+00	+5.343858362775889e-18
7.708333432674408e-02	+3.632567879796905e-01	+1.368696985353723e+00	+7.550228250962690e-18
7.750000059604645e-02	+3.529084597423829e-01	+1.371101807437251e+00	+2.364655338608036e-18
7.791666686534882e-02	+3.424692861111173e-01	+1.373292203871473e+00	+6.925359421523149e-18
7.833333313465118e-02	+3.319462342899024e-01	+1.375269825779354e+00	+5.452287902114494e-18
7.874999940395355e-02	+3.214185788574006e-01	+1.377146167598545e+00	-2.747693569396003e-17
7.916666567325592e-02	+3.108886037472239e-01	+1.378927713665140e+00	+6.232276782046032e-18
7.958333194255829e-02	+3.002579333118111e-01	+1.380472712895126e+00	+4.924670091893193e-18
7.999999821186066e-02	+2.895088745212195e-01	+1.381740026323799e+00	+4.821735372427438e-17
8.039999753236771e-02	+2.796888653481041e-01	+1.383802488017062e+00	+1.599976878968204e-17
8.079999685287476e-02	+2.690396538212445e-01	+1.384253329729590e+00	+7.147333676836085e-18
8.120000362396240e-02	+2.584447711501027e-01	+1.384562946199492e+00	+8.735616781468465e-18
8.160000294446945e-02	+2.479713790043965e-01	+1.385038678738099e+00	+9.644391668412594e-18
8.200000226497650e-02	+2.374361645997394e-01	+1.385376030238873e+00	+6.864913275345618e-18
8.240000158548355e-02	+2.268123891884401e-01	+1.385433553831551e+00	+4.750449642740092e-18
8.280000090599060e-02	+2.161283106847925e-01	+1.385237926179527e+00	+5.525839602291845e-17
8.320000022649765e-02	+2.054775006071660e-01	+1.384907721743075e+00	-1.765718267799876e-17
8.359999954700470e-02	+1.947701582939592e-01	+1.384370934014739e+00	-1.124061114933117e-17
8.399999886751175e-02	+1.838911894008165e-01	+1.383287375888213e+00	+5.956801748438514e-18
8.439999818801880e-02	+1.732348038913652e-01	+1.382587406735893e+00	-5.460910841837409e-17
8.479999750852585e-02	+1.625703922588131e-01	+1.381785805340074e+00	+2.736923958629885e-17
8.519999682903290e-02	+1.518223899403617e-01	+1.380621721742441e+00	+6.796886311924039e-18
8.560000360012054e-02	+1.410010965638810e-01	+1.379098498918018e+00	+2.460748970161012e-18
