# Force_Array           
# Time                  	total_x                 	total_y                 	total_z                 
2.30000e+00	+3.550192156113420e-02	+6.854815166255250e-01	+1.360517996380608e-19
2.40000e+00	+3.558251865299831e-02	+6.833963777005873e-01	+1.394383723595592e-19
2.50000e+00	+3.562093131818887e-02	+6.815234832201194e-01	+1.408621044095293e-19
2.60000e+00	+3.566562032151872e-02	+6.800891875844433e-01	+1.412243881941810e-19
2.70000e+00	+3.572608621411611e-02	+6.789589284897511e-01	+1.401049553880776e-19
2.80000e+00	+3.579742047523853e-02	+6.784812841021943e-01	+1.378426452967323e-19
2.90000e+00	+3.588761721065655e-02	+6.783904671900687e-01	+1.340327733637193e-19
3.00000e+00	+3.592755602045109e-02	+6.783864607093149e-01	+1.308252544490806e-19
3.10000e+00	+6.102682120573175e-02	+9.122779678098720e-01	-4.709326772807572e-18
3.20000e+00	-1.935202926746944e-03	+2.547465316183752e-01	-2.744992550689318e-18
3.30000e+00	+1.347249583089995e-02	+3.867740196852290e-01	-3.028418631392262e-18
3.40000e+00	+1.201728512465885e-02	+3.582928008530753e-01	-2.957497847155867e-18
3.50000e+00	+1.435690996412741e-02	+3.655154316650861e-01	-3.013032940063185e-18
3.60000e+00	+1.515482239053944e-02	+3.739459015883972e-01	-3.047681927525040e-18
3.70000e+00	+1.548488392914285e-02	+3.844331465518697e-01	-3.056131184434010e-18
3.80000e+00	+1.546506990975652e-02	+3.906472751772048e-01	-3.068798070731904e-18
3.90000e+00	+1.531621020086451e-02	+3.986544441310843e-01	-3.086797931388967e-18
4.00000e+00	+1.497335453269111e-02	+4.045530241456750e-01	-3.097281557217006e-18
4.10000e+00	+1.501798457109770e-02	+4.142737131622246e-01	-3.133493792692970e-18
4.20000e+00	+1.485944725067697e-02	+4.197152555425567e-01	-3.150752702372483e-18
4.30000e+00	+1.464954592371634e-02	+4.269122806497475e-01	-3.146799403198925e-18
4.40000e+00	+1.471093687941921e-02	+4.334702030282853e-01	-3.168817522388961e-18
4.50000e+00	+1.483454573956291e-02	+4.414041453385986e-01	-3.193135738392560e-18
4.60000e+00	+1.459201301994793e-02	+4.460155379700683e-01	-3.196127940923557e-18
4.70000e+00	+1.419218225458425e-02	+4.480448099487564e-01	-3.189749741394797e-18
4.80000e+00	+1.401604715503034e-02	+4.507203143047892e-01	-3.203634369719152e-18
4.90000e+00	+1.397679895965384e-02	+4.546689411977162e-01	-3.212484356010674e-18
5.00000e+00	+1.349091493117389e-02	+4.534592127797836e-01	-3.204686551033702e-18
5.10000e+00	+1.342983019104260e-02	+4.552931937868330e-01	-3.208156900835564e-18
5.20000e+00	+1.354248091295586e-02	+4.565350871525692e-01	-3.220193723643662e-18
5.30000e+00	+1.326858037107208e-02	+4.559483739113970e-01	-3.217168521799896e-18
5.40000e+00	+1.320585019804226e-02	+4.558422249140096e-01	-3.221015078127740e-18
5.50000e+00	+1.351167685729445e-02	+4.581735650618066e-01	-3.234676975010178e-18
5.60000e+00	+1.329656907038720e-02	+4.572045011639902e-01	-3.226798452093263e-18
5.70000e+00	+1.346287474538249e-02	+4.579711685980062e-01	-3.227962238725410e-18
5.80000e+00	+1.335988334829205e-02	+4.560779437907362e-01	-3.205984999545719e-18
5.90000e+00	+1.348399945696589e-02	+4.559235489722029e-01	-3.207245083520531e-18
6.00000e+00	+1.374497543887875e-02	+4.553367476590749e-01	-3.210590438652968e-18
6.10000e+00	+1.395080261137533e-02	+4.552737060666937e-01	-3.208181872287831e-18
6.20000e+00	+2.076732697152531e-02	+4.894233312367010e-01	-1.189147684181329e-18
6.30000e+00	+4.116926561116030e-03	+2.401060220629470e-01	-9.499135267619134e-19
6.40000e+00	+1.055125208415204e-02	+3.126111693284570e-01	-1.064255991095949e-18
6.50000e+00	+1.043553930119210e-02	+2.892833592735238e-01	-1.051991661769933e-18
6.60000e+00	+1.183894351642199e-02	+2.912186317967611e-01	-1.064241419452813e-18
6.70000e+00	+1.218367464702528e-02	+2.900776668043031e-01	-1.074427034105388e-18
6.80000e+00	+1.279148826688712e-02	+2.857728958298923e-01	-1.069085400222948e-18
6.90000e+00	+1.281871232078872e-02	+2.825923926595437e-01	-1.050468865096691e-18
7.00000e+00	+1.285906576498388e-02	+2.771454142046491e-01	-1.028903488562876e-18
7.10000e+00	+1.303448697458458e-02	+2.709710781701182e-01	-1.012518113423605e-18
7.20000e+00	+1.312956347040898e-02	+2.638748970156102e-01	-9.958236884538550e-19
7.30000e+00	+1.330644434026053e-02	+2.631228792215820e-01	-9.889207691879887e-19
7.40000e+00	+1.361449376878188e-02	+2.617013679474907e-01	-1.003087646521362e-18
7.50000e+00	+1.397227225516466e-02	+2.584095383534002e-01	-1.029127019758302e-18
7.60000e+00	+1.416016254637384e-02	+2.547872844589137e-01	-1.032850489429149e-18
7.70000e+00	+1.457138703272453e-02	+2.507988428450136e-01	-1.032274605703624e-18
7.80000e+00	+1.505052566885152e-02	+2.480070906078868e-01	-1.034911780481030e-18
7.90000e+00	+1.558133654962521e-02	+2.449826348234821e-01	-1.038187089888053e-18
8.00000e+00	+1.635638565496894e-02	+2.396654333264042e-01	-1.044745972627623e-18
8.10000e+00	+1.790359438742190e-02	+2.363987845734652e-01	-1.052676323545207e-18
8.20000e+00	+1.718013547597070e-02	+2.386328238804804e-01	-1.044536126739803e-18
8.30000e+00	+1.618372785039473e-02	+2.382767148463551e-01	-1.045582966188787e-18
8.40000e+00	+1.699949422749924e-02	+2.367878450864699e-01	-1.052913154405026e-18
8.50000e+00	+1.809348294692953e-02	+2.307382239998010e-01	-1.046200507056306e-18
8.60000e+00	+1.719081395759715e-02	+2.343388278953299e-01	-1.038587709570363e-18
8.70000e+00	+1.639832931511042e-02	+2.364036201182658e-01	-1.043551775503044e-18
8.80000e+00	+1.811450612619077e-02	+2.346349404629373e-01	-1.056822266365573e-18
8.90000e+00	+1.582170715217993e-02	+2.309489721274799e-01	-1.012296252552397e-18
9.00000e+00	+1.593558939242226e-02	+2.365827850882342e-01	-1.035242830339119e-18
9.10000e+00	+1.791369681257284e-02	+2.326372469678880e-01	-1.043085686512565e-18
9.20000e+00	+1.574432707305528e-02	+2.272567473698179e-01	-1.012030709713985e-18
9.30000e+00	+7.392638410683359e-03	+1.845847667219108e-01	+4.922022356481028e-19
9.40000e+00	+2.854608965193580e-02	+4.878349897453835e-01	+3.946751944262255e-19
9.50000e+00	+2.227814298625472e-02	+4.205295833624230e-01	+4.376260419948705e-19
9.60000e+00	+1.988316802157246e-02	+4.350825569825080e-01	+4.774539244249733e-19
9.70000e+00	+1.880569053725112e-02	+4.336185225603462e-01	+4.987384245499590e-19
9.80000e+00	+1.834712172629918e-02	+4.367298686800590e-01	+5.063116201742415e-19
9.90000e+00	+1.858937624890515e-02	+4.431331711317383e-01	+4.969347374897642e-19
1.00000e+01	+1.881630720073263e-02	+4.468244112596085e-01	+4.875699661201063e-19
1.01000e+01	+1.878883587978760e-02	+4.507717860913004e-01	+4.778832270755430e-19
1.02000e+01	+1.888306107841491e-02	+4.540645059532740e-01	+4.752547276449854e-19
1.03000e+01	+1.936821964129491e-02	+4.614692225372440e-01	+4.803035160920733e-19
1.04000e+01	+1.943168202176722e-02	+4.619969094589492e-01	+4.843081004444787e-19
1.05000e+01	+1.922369396156108e-02	+4.624306949746231e-01	+4.859474960286950e-19
1.06000e+01	+1.920448188216478e-02	+4.632462917473628e-01	+4.860162036602435e-19
1.07000e+01	+1.963604365442429e-02	+4.662526845983116e-01	+4.852020756276800e-19
1.08000e+01	+1.973275387263296e-02	+4.652169728967095e-01	+4.865474585548175e-19
1.09000e+01	+1.961758545820100e-02	+4.628284878806458e-01	+4.861029939549687e-19
1.10000e+01	+1.983951950337946e-02	+4.625574205867618e-01	+4.832337024247940e-19
1.11000e+01	+1.992215491339847e-02	+4.610991556705526e-01	+4.823586911243703e-19
1.12000e+01	+1.997909843678792e-02	+4.586997676500001e-01	+4.796257755435408e-19
1.13000e+01	+1.998080443744520e-02	+4.565646278071869e-01	+4.797521660411317e-19
1.14000e+01	+2.008251668329816e-02	+4.557675537555740e-01	+4.878255120835131e-19
1.15000e+01	+2.048627406588297e-02	+4.565912754275989e-01	+4.894700510600704e-19
1.16000e+01	+2.074352572031003e-02	+4.564181642342472e-01	+4.860581557111618e-19
1.17000e+01	+2.082890379015923e-02	+4.553289937696327e-01	+4.826974924010019e-19
1.18000e+01	+2.092042309599391e-02	+4.544513290925408e-01	+4.813340361717719e-19
1.19000e+01	+2.093950524602504e-02	+4.500218119659788e-01	+4.808108072413822e-19
1.20000e+01	+2.082855380840512e-02	+4.486572132804185e-01	+4.800060119563976e-19
1.21000e+01	+2.080459486567109e-02	+4.467950973942598e-01	+4.780897429972682e-19
1.22000e+01	+2.086010744823232e-02	+4.468519752576907e-01	+4.763013208055840e-19
1.23000e+01	+2.079747116897489e-02	+4.462924136236049e-01	+4.730538653699198e-19
1.24000e+01	+2.137856208059075e-02	+4.494661076642732e-01	+5.334358555909224e-19
1.25000e+01	+1.932961571700858e-02	+4.314465647905548e-01	+5.907281193732250e-19
1.26000e+01	+2.007052824799424e-02	+4.343917182295376e-01	+5.711762018130389e-19
1.27000e+01	+1.986883792212457e-02	+4.303600079646896e-01	+5.811132362926138e-19
1.28000e+01	+1.999066213740109e-02	+4.294054472526967e-01	+5.820673439966868e-19
1.29000e+01	+2.000732930412769e-02	+4.276746121231423e-01	+5.853986502823400e-19
1.30000e+01	+2.005897634700404e-02	+4.255828201367650e-01	+5.872035672167653e-19
1.31000e+01	+1.995136169991532e-02	+4.224631085911991e-01	+5.919991421993852e-19
1.32000e+01	+1.972064235243609e-02	+4.170810068272304e-01	+5.988083841782198e-19
1.33000e+01	+1.958902716256886e-02	+4.124974422336055e-01	+6.065869326139241e-19
1.34000e+01	+1.955999148194717e-02	+4.086614265807206e-01	+6.139224121031726e-19
1.35000e+01	+1.966747271572849e-02	+4.062016370954761e-01	+6.198384406895164e-19
1.36000e+01	+1.982299959875725e-02	+4.040962877897554e-01	+6.240991707832247e-19
1.37000e+01	+1.995141200183715e-02	+4.024099056592101e-01	+6.224062253849300e-19
1.38000e+01	+2.002465540248658e-02	+4.008518876743887e-01	+6.242647378707076e-19
1.39000e+01	+2.002307275819730e-02	+3.992688746078697e-01	+6.244910566402325e-19
1.40000e+01	+1.992339413330857e-02	+3.983477039788816e-01	+6.242749083422719e-19
1.41000e+01	+1.979354047850439e-02	+3.973031243045975e-01	+6.242015708035931e-19
1.42000e+01	+1.972374780129566e-02	+3.954071345325221e-01	+6.221881289830487e-19
1.43000e+01	+1.980405635765893e-02	+3.936788282298375e-01	+6.201227191264855e-19
1.44000e+01	+1.980471441990292e-02	+3.932683128573474e-01	+6.224895104428165e-19
1.45000e+01	+1.986809210759196e-02	+3.922102452423308e-01	+6.224934699847898e-19
1.46000e+01	+1.980276021926006e-02	+3.903993915101187e-01	+6.248552726381666e-19
1.47000e+01	+1.979266569741385e-02	+3.890405625594696e-01	+6.243969437344446e-19
1.48000e+01	+1.987507978073426e-02	+3.897049168606661e-01	+6.267820507408900e-19
1.49000e+01	+2.000293616742992e-02	+3.896822912583000e-01	+6.246566681479740e-19
1.50000e+01	+1.991184766147727e-02	+3.874166935103398e-01	+6.250222294247974e-19
1.51000e+01	+1.999077627067051e-02	+3.878970822669693e-01	+6.236471186744102e-19
1.52000e+01	+2.032294912669660e-02	+3.904283752540462e-01	+6.198414853873182e-19
1.53000e+01	+2.032528731061605e-02	+3.887921297164155e-01	+6.168748158286902e-19
1.54000e+01	+2.001998123187460e-02	+3.871219995844710e-01	+6.189871146779389e-19
1.55000e+01	+2.186286225520234e-02	+4.105801888170608e-01	-1.846733386501477e-19
1.56000e+01	+1.694699940731323e-02	+3.370678110913661e-01	-2.365342113454277e-19
1.57000e+01	+1.867236517667799e-02	+3.598417496894492e-01	-2.236777857207642e-19
1.58000e+01	+1.878854137617609e-02	+3.610175836251142e-01	-2.184573335726278e-19
1.59000e+01	+1.940723839918495e-02	+3.628313251052437e-01	-2.222769678858746e-19
1.60000e+01	+1.938604015512914e-02	+3.622260700672871e-01	-2.208927277994769e-19
1.61000e+01	+1.926525979293627e-02	+3.631486594160593e-01	-2.193378747016332e-19
1.62000e+01	+1.921120194932440e-02	+3.648932077293328e-01	-2.232053665197676e-19
1.63000e+01	+1.931003194798746e-02	+3.631255493584835e-01	-2.271192126330507e-19
1.64000e+01	+1.916999080856421e-02	+3.606642303695647e-01	-2.288586459191745e-19
1.65000e+01	+1.924287418349409e-02	+3.640608332607505e-01	-2.348358876521078e-19
1.66000e+01	+1.933141596839644e-02	+3.680682345559539e-01	-2.412159935780428e-19
1.67000e+01	+1.932162052673238e-02	+3.640613640727339e-01	-2.427939957180268e-19
1.68000e+01	+1.925773269000467e-02	+3.638599338891088e-01	-2.423025424009757e-19
1.69000e+01	+1.937369475720209e-02	+3.657827129036008e-01	-2.461712194747345e-19
1.70000e+01	+1.946535359955850e-02	+3.637078575700058e-01	-2.492103443920108e-19
1.71000e+01	+1.947409385973808e-02	+3.621170664501250e-01	-2.493211776948693e-19
1.72000e+01	+1.967671422732653e-02	+3.636738486401406e-01	-2.525172581442224e-19
1.73000e+01	+1.997598033688783e-02	+3.630110517024200e-01	-2.599728830445987e-19
1.74000e+01	+1.982759329497611e-02	+3.618309292648068e-01	-2.608953528961160e-19
1.75000e+01	+1.998495163291884e-02	+3.632028218301407e-01	-2.611909608822869e-19
1.76000e+01	+2.006410584812768e-02	+3.637337515968198e-01	-2.612108202066169e-19
1.77000e+01	+2.019924023739948e-02	+3.614270745688115e-01	-2.619361748964626e-19
1.78000e+01	+2.017284538949430e-02	+3.610341201248043e-01	-2.624158966400358e-19
1.79000e+01	+2.019925214862401e-02	+3.610755178695328e-01	-2.623201048964393e-19
1.80000e+01	+2.028917746033958e-02	+3.615198980845419e-01	-2.625084152808395e-19
1.81000e+01	+2.037988219970070e-02	+3.610773472006601e-01	-2.627896694844380e-19
1.82000e+01	+2.037237237097648e-02	+3.609887253719570e-01	-2.631455761064202e-19
1.83000e+01	+2.045822771854285e-02	+3.608805970020236e-01	-2.630178319655276e-19
1.84000e+01	+2.046445185307340e-02	+3.609348075066107e-01	-2.632474983751212e-19
1.85000e+01	+2.047021963962583e-02	+3.607034260405327e-01	-2.637264570337125e-19
1.86000e+01	+1.584628797703262e-02	+3.161489403846857e-01	+2.720721676353355e-20
1.87000e+01	+2.453602567712076e-02	+4.280019296820337e-01	-1.356841625468413e-19
1.88000e+01	+2.292748847118686e-02	+4.077100589165368e-01	-1.081883982801086e-19
1.89000e+01	+2.260936452410460e-02	+4.156149707916020e-01	-9.369259614889475e-20
1.90000e+01	+2.207829173614127e-02	+4.108940754051691e-01	-8.157782215395870e-20
1.91000e+01	+2.205307327401248e-02	+4.048080590497090e-01	-7.825199442950551e-20
1.92000e+01	+2.232555946288781e-02	+3.960690800249513e-01	-7.906333848505801e-20
1.93000e+01	+2.220024749277740e-02	+3.984328585533579e-01	-7.307864261215127e-20
1.94000e+01	+2.227851948780709e-02	+3.989549550887027e-01	-7.558461356046050e-20
1.95000e+01	+2.253473884801360e-02	+4.006903025870172e-01	-8.342344425690867e-20
1.96000e+01	+2.254641348214702e-02	+4.013173825681616e-01	-8.298521596966916e-20
1.97000e+01	+2.267791056985457e-02	+4.028595668730328e-01	-8.414087485750904e-20
1.98000e+01	+2.259484140999470e-02	+4.025672289190929e-01	-7.859647743299449e-20
1.99000e+01	+2.266637660188917e-02	+4.049037468688853e-01	-7.757779219711098e-20
2.00000e+01	+2.266353062486596e-02	+4.050889194164036e-01	-7.499465668374361e-20
2.01000e+01	+2.271267787390470e-02	+4.061958861131488e-01	-7.490667736472251e-20
2.02000e+01	+2.283016401170435e-02	+4.074547256952935e-01	-7.603137187735627e-20
2.03000e+01	+2.297023390879602e-02	+4.089974247670953e-01	-7.871165215556901e-20
2.04000e+01	+2.309698077750837e-02	+4.107081639134140e-01	-8.125277426346861e-20
2.05000e+01	+2.315587992646060e-02	+4.118388961896635e-01	-8.125068413714975e-20
2.06000e+01	+2.324925201948295e-02	+4.130071318324750e-01	-7.996214958302960e-20
2.07000e+01	+2.335808218536639e-02	+4.141369879076337e-01	-7.645765745787207e-20
2.08000e+01	+2.351348711887494e-02	+4.151966954506614e-01	-6.940524754215227e-20
2.09000e+01	+2.358655225155963e-02	+4.165728847844852e-01	-6.998775864021885e-20
2.10000e+01	+2.349463925785272e-02	+4.173369840805285e-01	-7.159654146121446e-20
2.11000e+01	+2.341273793610952e-02	+4.173934784888078e-01	-7.352667471269488e-20
2.12000e+01	+2.333336444149149e-02	+4.171449186513448e-01	-7.355393223907367e-20
2.13000e+01	+2.325993069790154e-02	+4.165732819640093e-01	-7.347685861757186e-20
2.14000e+01	+2.328362863599784e-02	+4.163978833521313e-01	-7.491073515691079e-20
2.15000e+01	+2.333000954392223e-02	+4.164239147595422e-01	-7.722109965170146e-20
2.16000e+01	+2.336187644637303e-02	+4.163550590909096e-01	-7.954958159546137e-20
2.17000e+01	+2.311703565404490e-02	+4.120936061457244e-01	-1.176772433644229e-18
2.18000e+01	+2.461202156340137e-02	+4.292557042233046e-01	-1.190904316038564e-18
2.19000e+01	+2.413465677485746e-02	+4.256439946782880e-01	-1.190853040254960e-18
2.20000e+01	+2.417261567139890e-02	+4.274156651002758e-01	-1.194165764881802e-18
2.21000e+01	+2.423090571965387e-02	+4.278978304329639e-01	-1.197756364110261e-18
2.22000e+01	+2.417548598768442e-02	+4.282703165648050e-01	-1.199363168102702e-18
2.23000e+01	+2.430568577290314e-02	+4.295970536306865e-01	-1.201956789551097e-18
2.24000e+01	+2.419324838935282e-02	+4.293047473503117e-01	-1.201336939057039e-18
2.25000e+01	+2.424370678567679e-02	+4.299409765857767e-01	-1.202874252561996e-18
2.26000e+01	+2.416917891654885e-02	+4.292354235254927e-01	-1.203672208597606e-18
2.27000e+01	+2.421683177740730e-02	+4.298535365800311e-01	-1.206765538785829e-18
2.28000e+01	+2.405260940200373e-02	+4.283606536767235e-01	-1.208411599635045e-18
2.29000e+01	+2.408822960188843e-02	+4.284042436991052e-01	-1.213166948942216e-18
2.30000e+01	+2.404260625221351e-02	+4.275633410950287e-01	-1.211656863174299e-18
2.31000e+01	+2.392231997797352e-02	+4.260072983743329e-01	-1.211792470235975e-18
2.32000e+01	+2.396728170542247e-02	+4.256751828896234e-01	-1.213088771920154e-18
2.33000e+01	+2.412598455081134e-02	+4.260535576608179e-01	-1.215331843353400e-18
2.34000e+01	+2.408091882226739e-02	+4.249538844279751e-01	-1.211394452659220e-18
2.35000e+01	+2.404573878962210e-02	+4.240045340281925e-01	-1.208856723460304e-18
2.36000e+01	+2.404888283452188e-02	+4.235956625493469e-01	-1.205664692970305e-18
2.37000e+01	+2.425187876505647e-02	+4.238764785921184e-01	-1.206625459077815e-18
2.38000e+01	+2.408207873943457e-02	+4.222198372718352e-01	-1.203312952740324e-18
2.39000e+01	+2.422051954752447e-02	+4.226559270383436e-01	-1.204108808356037e-18
2.40000e+01	+2.419288134891959e-02	+4.221708176676713e-01	-1.202530094254808e-18
2.41000e+01	+2.428095901835432e-02	+4.223899462349393e-01	-1.202619059239165e-18
2.42000e+01	+2.417487027328019e-02	+4.211874629545860e-01	-1.198820977275299e-18
2.43000e+01	+2.410072333564000e-02	+4.202708636567489e-01	-1.198937780745104e-18
2.44000e+01	+2.409160483792209e-02	+4.198739745193094e-01	-1.200891551819511e-18
2.45000e+01	+2.420890102504466e-02	+4.207961466814854e-01	-1.202729170326210e-18
2.46000e+01	+2.407571177143250e-02	+4.196125749669707e-01	-1.199635258156604e-18
2.47000e+01	+2.415460574812600e-02	+4.201066381661496e-01	-1.199383936071683e-18
2.48000e+01	+2.410667830481201e-02	+4.194465222001993e-01	-1.195707344580636e-18
2.49000e+01	+2.469561006297363e-02	+4.296520408665415e-01	-5.223391919240241e-19
2.50000e+01	+2.271459324713215e-02	+4.014920089838024e-01	-5.648815037295457e-19
2.51000e+01	+2.307005453957393e-02	+4.062308089208897e-01	-5.589962417342332e-19
2.52000e+01	+2.297031350592179e-02	+4.039875473275863e-01	-5.565488120316477e-19
2.53000e+01	+2.312704544285076e-02	+4.046033654307070e-01	-5.536528278198622e-19
2.54000e+01	+2.300994935452224e-02	+4.032122265406362e-01	-5.550800612994366e-19
2.55000e+01	+2.301384358049761e-02	+4.027779368681624e-01	-5.541547029843196e-19
2.56000e+01	+2.295642917523790e-02	+4.021197826395276e-01	-5.539798676598654e-19
2.57000e+01	+2.302715121416595e-02	+4.021093402404529e-01	-5.524439273534239e-19
2.58000e+01	+2.296968742946753e-02	+4.011593025893808e-01	-5.530553389441259e-19
2.59000e+01	+2.296747112345228e-02	+4.005701666947917e-01	-5.531527102615471e-19
2.60000e+01	+2.308210737411840e-02	+4.006931099465515e-01	-5.519433829505637e-19
2.61000e+01	+2.303035792998422e-02	+3.996755558965820e-01	-5.527229890453422e-19
2.62000e+01	+2.318185842395034e-02	+4.002901556621108e-01	-5.513656554286060e-19
2.63000e+01	+2.308721940036220e-02	+3.990198837731559e-01	-5.528148756989766e-19
2.64000e+01	+2.332194120925792e-02	+4.003933317492119e-01	-5.512410545595520e-19
2.65000e+01	+2.322761009940271e-02	+3.991528109364610e-01	-5.534788307522237e-19
2.66000e+01	+2.339818072119453e-02	+4.007518578738425e-01	-5.526922965525256e-19
2.67000e+01	+2.337653430251614e-02	+4.005013680554841e-01	-5.542152703268717e-19
2.68000e+01	+2.341697669283225e-02	+4.014342457077525e-01	-5.549802703035636e-19
2.69000e+01	+2.345393217061552e-02	+4.021409860145209e-01	-5.555716007725674e-19
2.70000e+01	+2.346858108178024e-02	+4.027124353306726e-01	-5.559586846019744e-19
2.71000e+01	+2.348247254699449e-02	+4.033961153905216e-01	-5.561530705141720e-19
2.72000e+01	+2.349964571534293e-02	+4.039282118653448e-01	-5.559787918310622e-19
2.73000e+01	+2.350307568339058e-02	+4.044725148864636e-01	-5.553888225530327e-19
2.74000e+01	+2.348617098596079e-02	+4.050185280067460e-01	-5.544294708300453e-19
2.75000e+01	+2.352419069218813e-02	+4.054423964978200e-01	-5.541076937160334e-19
2.76000e+01	+2.356895439115562e-02	+4.061911054219854e-01	-5.538740521849232e-19
2.77000e+01	+2.361519294645435e-02	+4.067268963190437e-01	-5.535979205854815e-19
2.78000e+01	+2.366766297868446e-02	+4.072050410660454e-01	-5.529908544376380e-19
2.79000e+01	+2.370954108511468e-02	+4.076790867020058e-01	-5.524761117564838e-19
2.80000e+01	+2.224347051657634e-02	+3.925604220707337e-01	-1.004335091201109e-18
2.81000e+01	+2.510544098994372e-02	+4.299914212120382e-01	-1.020740229100846e-18
2.82000e+01	+2.443210705825057e-02	+4.236722547986184e-01	-1.019957193727065e-18
2.83000e+01	+2.438298072747799e-02	+4.267266654384230e-01	-1.029273330257487e-18
2.84000e+01	+2.434087185326808e-02	+4.261338762412334e-01	-1.027983178300225e-18
2.85000e+01	+2.426599818432365e-02	+4.256202491662558e-01	-1.025354635304089e-18
2.86000e+01	+2.434752687256199e-02	+4.267529012349451e-01	-1.022501634883937e-18
2.87000e+01	+2.432576588567743e-02	+4.254059280646539e-01	-1.020523299882919e-18
2.88000e+01	+2.430646209432421e-02	+4.246481322759866e-01	-1.020271441318337e-18
2.89000e+01	+2.418003184947977e-02	+4.220223733457753e-01	-1.020428922285974e-18
2.90000e+01	+2.414954349418526e-02	+4.213116182822634e-01	-1.019606781449382e-18
2.91000e+01	+2.412409141762211e-02	+4.203983346143308e-01	-1.018680660427541e-18
2.92000e+01	+2.414595985186845e-02	+4.199687753540583e-01	-1.017258198375928e-18
2.93000e+01	+2.432566898915738e-02	+4.213091540430682e-01	-1.015164808771135e-18
2.94000e+01	+2.431925836226388e-02	+4.221997817763680e-01	-1.015448204765924e-18
2.95000e+01	+2.427515813715868e-02	+4.221587249516079e-01	-1.014022567975235e-18
2.96000e+01	+2.452272341037914e-02	+4.241467929302348e-01	-1.013237416643751e-18
2.97000e+01	+2.421405451492417e-02	+4.225026366872823e-01	-1.014237659707558e-18
2.98000e+01	+2.419676592059654e-02	+4.229096002754777e-01	-1.014908083183998e-18
2.99000e+01	+2.420136439973938e-02	+4.221770557922853e-01	-1.015835021242122e-18
3.00000e+01	+2.435714289085984e-02	+4.230032452846416e-01	-1.014074111971948e-18
3.01000e+01	+2.413813606171445e-02	+4.208967187169955e-01	-1.013853003767480e-18
3.02000e+01	+2.426102162517513e-02	+4.201727729646731e-01	-1.012490824685042e-18
3.03000e+01	+2.425812484473981e-02	+4.201194416243076e-01	-1.012905717187186e-18
3.04000e+01	+2.428965935458744e-02	+4.206877932775619e-01	-1.012166702793130e-18
3.05000e+01	+2.426433029817242e-02	+4.208150875432906e-01	-1.012034406771813e-18
3.06000e+01	+2.412649242882421e-02	+4.201485686869725e-01	-1.012978071172166e-18
3.07000e+01	+2.439318919533629e-02	+4.222816122990304e-01	-1.011974431198869e-18
3.08000e+01	+2.427895094671391e-02	+4.212450057115135e-01	-1.011414343839443e-18
3.09000e+01	+2.422436673747217e-02	+4.210727716873209e-01	-1.012069404624180e-18
3.10000e+01	+2.414971444234146e-02	+4.209691616740907e-01	-1.011759333991074e-18
3.11000e+01	+2.341188123621644e-02	+4.105971586656395e-01	-1.226479194804649e-18
3.12000e+01	+2.588538212534491e-02	+4.385922912830431e-01	-1.224629217596229e-18
3.13000e+01	+2.539087371924147e-02	+4.348630223995588e-01	-1.218441068118297e-18
3.14000e+01	+2.537499767657341e-02	+4.358631906003387e-01	-1.218454016907614e-18
3.15000e+01	+2.527865477096953e-02	+4.359315607262075e-01	-1.214644164489868e-18
3.16000e+01	+2.527615900178568e-02	+4.356213079795044e-01	-1.214751683430324e-18
