# Trim_Forces           
# Time                  	total_x                 	total_y                 	total_z                 
1.658640429377556e-02	+5.723551614336310e-01	+1.539036143319648e-01	-2.537494792602869e-16
1.687087118625641e-02	+4.752570946424901e-01	+1.430107255735227e-01	-2.579854947076667e-16
1.715533621609211e-02	+5.384188945325167e-01	+1.558644224837333e-01	+3.676697810388808e-16
1.743980310857296e-02	+5.043908142383701e-01	+1.561966891720797e-01	+3.776372236691115e-17
1.772427000105381e-02	+5.187118385048720e-01	+1.597860313973196e-01	+2.338401901722398e-16
1.800873503088951e-02	+5.373540108971286e-01	+1.649371924955267e-01	-1.563135434943802e-16
1.829320192337036e-02	+5.673468080695449e-01	+1.742526394554594e-01	+2.197462969770008e-16
1.857766881585121e-02	+5.412992768115674e-01	+1.740096624427537e-01	-1.308224244321729e-16
1.886213384568691e-02	+5.235506744885055e-01	+1.739770991523719e-01	-2.532130496003793e-16
1.914660073816776e-02	+5.305211005395358e-01	+1.801746064861627e-01	+3.488072819670587e-16
1.943106763064861e-02	+5.402175246610585e-01	+1.865197018126250e-01	-2.413534865180967e-16
1.971553452312946e-02	+5.984503208275651e-01	+2.016488307451304e-01	+2.833954278490378e-17
1.999999955296516e-02	+5.103688541083847e-01	+1.923577542645772e-01	+4.082776763058503e-17
2.027026936411858e-02	+5.708527391074042e-01	+2.064651208232406e-01	+8.297283779843153e-17
2.054054103791714e-02	+6.661770052937885e-01	+2.282113695911378e-01	+3.673059932897951e-16
2.081081084907055e-02	+5.656167434505814e-01	+2.088803538906152e-01	+6.718741402466068e-17
2.108108066022396e-02	+6.119275326904766e-01	+2.237293719375907e-01	-2.824715391954957e-16
2.134340256452560e-02	+6.285762916619333e-01	+2.313394304994561e-01	+5.865657106174073e-16
2.160572260618210e-02	+6.260465337980303e-01	+2.356371241472777e-01	-4.762392716487549e-16
2.186804451048374e-02	+6.200178936189791e-01	+2.390200803378276e-01	+3.911969365628347e-16
2.213036641478539e-02	+6.092272526490309e-01	+2.417605724113273e-01	-2.802494890606510e-16
2.239268645644188e-02	+6.045289684919569e-01	+2.453684000118566e-01	+4.460440291899953e-17
2.265500836074352e-02	+6.079538259015331e-01	+2.496124596897871e-01	+9.944037553894328e-17
2.290828339755535e-02	+6.106965788210662e-01	+2.532382118784369e-01	+4.525395223257466e-17
2.316155843436718e-02	+6.202011666121067e-01	+2.591694367320848e-01	+5.432301642520243e-17
2.341483533382416e-02	+6.259642867838340e-01	+2.639471594307551e-01	+3.856600617867189e-16
2.366811037063599e-02	+6.302898273339490e-01	+2.693782826071897e-01	-2.799863759140507e-16
2.392138540744781e-02	+6.290653646256151e-01	+2.733073121624245e-01	+4.427207024626491e-16
2.417466230690479e-02	+6.270668342343724e-01	+2.772287312422084e-01	+2.997950757463762e-17
2.442793734371662e-02	+6.338809212153266e-01	+2.814258250566681e-01	-2.962715626506790e-16
2.467020042240620e-02	+6.332639030679190e-01	+2.850844013961833e-01	+6.429333810722801e-16
2.491246350109577e-02	+6.393136032201986e-01	+2.902689354765540e-01	-4.927086921193970e-16
2.515472844243050e-02	+6.470241691894062e-01	+2.963249989818679e-01	+3.692619525104199e-17
2.539699152112007e-02	+6.609294596500588e-01	+3.036776315989507e-01	+4.317702740825286e-16
2.563925459980965e-02	+6.668571318341847e-01	+3.094372574561600e-01	-2.975851426049726e-16
2.588151954114437e-02	+6.714632727320705e-01	+3.149946798387262e-01	+4.694063725569330e-16
2.612378261983395e-02	+6.757453518703221e-01	+3.204488958424193e-01	-3.131697016990151e-16
2.636604569852352e-02	+6.783233145120150e-01	+3.255496526042336e-01	+4.056031129424273e-16
2.660830877721310e-02	+6.732196030282162e-01	+3.302679841683086e-01	+6.304227550687795e-17
2.683442272245884e-02	+6.785681073370047e-01	+3.366538818880810e-01	-2.994128387970272e-16
2.706053480505943e-02	+6.830173005264996e-01	+3.428126509730176e-01	+5.029641428069645e-17
2.728664688766003e-02	+6.888183120969861e-01	+3.489912105947453e-01	+7.341716092694784e-17
2.751276083290577e-02	+6.951939513085379e-01	+3.550256088282439e-01	+4.734058697137741e-16
2.773887291550636e-02	+7.020433275841148e-01	+3.610970802145256e-01	+6.234788174895184e-17
2.796498499810696e-02	+7.090421068531896e-01	+3.673157043463506e-01	+4.030429319199874e-17
2.819109894335270e-02	+7.155597847918562e-01	+3.735129564558238e-01	+6.329375798595852e-17
2.841721102595329e-02	+7.209933516196041e-01	+3.795271028445260e-01	+9.090170557313300e-17
2.864332310855389e-02	+7.280167240796670e-01	+3.825440059153022e-01	-3.346679936371554e-16
2.886943705379963e-02	+7.286923495167645e-01	+3.864167413550751e-01	+4.658998711206564e-16
2.909554913640022e-02	+7.290540636090129e-01	+3.903537632296856e-01	+7.759480050124051e-17
2.932166121900082e-02	+7.252047776699919e-01	+3.954151798545614e-01	+4.787170190923156e-17
2.954777516424656e-02	+7.265028336478777e-01	+4.018569781264908e-01	+6.940305116410197e-17
2.977388724684715e-02	+7.294656207247368e-01	+4.085560397833538e-01	-3.167875010877544e-16
2.999999932944775e-02	+7.314585692284780e-01	+4.143526674088903e-01	+4.699579001647478e-16
3.021739050745964e-02	+7.337353355932505e-01	+4.192951448971062e-01	+7.583678555848160e-17
3.043005615472794e-02	+7.364473623853649e-01	+4.240548893288816e-01	-3.544195793671911e-16
3.064272180199623e-02	+7.397389734737206e-01	+4.291400263167628e-01	+9.701228044552089e-17
3.085538744926453e-02	+7.433040205272744e-01	+4.343817916690987e-01	+5.567722059275348e-17
3.106805309653282e-02	+7.466625001845421e-01	+4.396523999656172e-01	+4.851321883981163e-16
3.128071874380112e-02	+7.493300693783155e-01	+4.448516992159495e-01	+5.349223063062109e-16
3.148832172155380e-02	+7.506095457675551e-01	+4.484859710011950e-01	-1.102032895625781e-16
3.169592097401619e-02	+7.503470045342430e-01	+4.521520276419267e-01	-6.227609354478497e-16
3.190352395176888e-02	+7.498050808129940e-01	+4.568589961478859e-01	+5.755424289802828e-17
3.211112692952156e-02	+7.489278864804269e-01	+4.601557413325570e-01	+5.032685374303237e-16
3.231872990727425e-02	+7.491840187197223e-01	+4.646930066055984e-01	+6.830367354269060e-17
3.252632915973663e-02	+7.487217921125694e-01	+4.696270105513188e-01	+3.067561649469220e-16
3.272832185029984e-02	+7.486592989412378e-01	+4.728623804237019e-01	-1.955023304431990e-16
3.293031081557274e-02	+7.504272268405062e-01	+4.777682114509882e-01	-3.322162336334578e-16
3.313230350613594e-02	+7.517330650824573e-01	+4.832694979542799e-01	+5.156830073973999e-16
3.333429247140884e-02	+7.538781573797737e-01	+4.876516179493253e-01	-3.635749172766304e-16
3.353628516197205e-02	+7.577595633533480e-01	+4.933994762443089e-01	+6.553493085401967e-17
3.373827785253525e-02	+7.603691162845410e-01	+4.995059474463858e-01	+7.575154488715280e-17
3.394026681780815e-02	+7.634285325430212e-01	+5.041538865613771e-01	+8.601917727696383e-17
3.413574397563934e-02	+7.673537548356402e-01	+5.095517481032548e-01	+1.102323622641787e-16
3.433121740818024e-02	+7.694893865206502e-01	+5.152401681871317e-01	+6.336802511652255e-17
3.452669456601143e-02	+7.724917089848539e-01	+5.210994067233576e-01	+8.954685683131258e-17
3.472216799855232e-02	+7.753907182994664e-01	+5.268100983211428e-01	+6.694301272180743e-17
3.491764515638351e-02	+7.772298368872711e-01	+5.318484866805177e-01	+5.048691083927908e-16
3.511311858892441e-02	+7.788668886810157e-01	+5.367518441103832e-01	+3.604267706784395e-17
3.530859574675560e-02	+7.806581253409270e-01	+5.419499409907006e-01	+3.359526702194020e-16
3.550406917929649e-02	+7.826618772695905e-01	+5.472954323700971e-01	-6.303237302416564e-16
3.569954633712769e-02	+7.849156076746464e-01	+5.527429236582208e-01	+5.424663596717039e-16
3.589501976966858e-02	+7.874632994258948e-01	+5.583449965802015e-01	-3.706484567843256e-16
3.609049692749977e-02	+7.903159709413650e-01	+5.640546178678325e-01	+7.923273665034920e-17
3.627666085958481e-02	+7.930145545220725e-01	+5.693146385022756e-01	+5.566336012447127e-16
3.646282851696014e-02	+7.961593273615357e-01	+5.748250492289912e-01	-4.098456397985487e-16
3.664899617433548e-02	+7.992859545338260e-01	+5.804395187673130e-01	+5.333018948948468e-16
3.683516383171082e-02	+8.022164107563752e-01	+5.859367403727570e-01	+3.623824477594265e-16
3.702133148908615e-02	+8.050577227866740e-01	+5.914018108159441e-01	-1.567611441988142e-16
3.720749542117119e-02	+8.078002051502096e-01	+5.968764583395225e-01	-3.561593252918700e-16
3.739366307854652e-02	+8.103609284352633e-01	+6.023108575768249e-01	+8.987600086103243e-17
3.757983073592186e-02	+8.127087105480907e-01	+6.076837779856837e-01	-1.151095925862975e-16
3.776599839329720e-02	+8.148234879238079e-01	+6.130111954320872e-01	+8.157227977826044e-17
3.795216232538223e-02	+8.166753842303240e-01	+6.182876606037311e-01	+2.853184510272191e-16
3.813832998275757e-02	+8.182472771712379e-01	+6.235062229948443e-01	+1.098800349106939e-16
3.832449764013290e-02	+8.195630428490275e-01	+6.286731964134059e-01	+9.920588772129110e-17
3.851066529750824e-02	+8.206876605748606e-01	+6.338085429043158e-01	+9.570160332506687e-17
3.869683295488358e-02	+8.216765915011046e-01	+6.389148743613551e-01	+5.420081423102419e-17
3.888299688696861e-02	+8.225669911087613e-01	+6.439958852005555e-01	+5.700392054822614e-16
3.906916454434395e-02	+8.233800831973130e-01	+6.490456753238280e-01	+3.632663970236896e-17
3.925533220171928e-02	+8.241355712005294e-01	+6.540700853470711e-01	+3.757464525234875e-16
3.944149985909462e-02	+8.248354871648486e-01	+6.587764804986179e-01	+1.069664391254726e-16
3.962766751646996e-02	+8.251635881513650e-01	+6.635757302512637e-01	-6.711503427535062e-16
3.981383144855499e-02	+8.258535712682664e-01	+6.685404577050992e-01	-1.078584477876213e-16
3.999999910593033e-02	+8.265787403904593e-01	+6.733081492034898e-01	+2.550072262423002e-16
4.017857089638710e-02	+8.263837131005621e-01	+6.771865702816341e-01	+5.817261581024776e-16
4.035714268684387e-02	+8.264031132929113e-01	+6.812407760390257e-01	+7.905632991861801e-17
4.053571447730064e-02	+8.265021222039857e-01	+6.856617224226059e-01	+9.345050986731335e-17
4.071097820997238e-02	+8.262542468158764e-01	+6.896747275737968e-01	-4.004378911143742e-16
4.088624194264412e-02	+8.259564817889744e-01	+6.937341137557648e-01	+5.827359163248377e-16
4.106150940060616e-02	+8.256937630768886e-01	+6.980019185987524e-01	-4.006024855895107e-16
4.123677313327789e-02	+8.254185043790070e-01	+7.023606968028312e-01	+5.875321451908890e-16
4.141203686594963e-02	+8.251220085043255e-01	+7.067467651716129e-01	+1.094637357932490e-16
4.158730059862137e-02	+8.248122243913402e-01	+7.111701237928907e-01	-4.349805921440501e-16
4.176256433129311e-02	+8.244984653166187e-01	+7.156080708609974e-01	+9.136322109107423e-16
4.193418100476265e-02	+8.239765153062383e-01	+7.195759928009859e-01	-2.231029877651831e-16
4.210579395294189e-02	+8.234557689585404e-01	+7.235940861953776e-01	+8.940179235803337e-17
4.227740690112114e-02	+8.230444755188258e-01	+7.277675050756838e-01	+1.078667222825131e-16
4.244901984930038e-02	+8.227496411519583e-01	+7.320336234679523e-01	+9.573709821290609e-17
4.262063279747963e-02	+8.226062529401096e-01	+7.363867592644748e-01	-4.161041888948452e-16
4.279224574565887e-02	+8.226218868220587e-01	+7.408348061307193e-01	+5.642914195920063e-16
4.296385869383812e-02	+8.227774250785133e-01	+7.453585119515072e-01	+9.540973858633695e-17
4.313547164201736e-02	+8.230728958622111e-01	+7.499620527546247e-01	-5.949632314685594e-16
4.330708459019661e-02	+8.235249194350694e-01	+7.546674535439502e-01	+3.009382560512343e-16
4.347440600395203e-02	+8.238617777291252e-01	+7.588852082549603e-01	+9.001183597650816e-16
4.364173114299774e-02	+8.242828017665609e-01	+7.632615297627608e-01	-2.109817631518736e-16
4.380905255675316e-02	+8.248263867232958e-01	+7.678892636195294e-01	+6.781111369007474e-17
4.397637769579887e-02	+8.254274214494581e-01	+7.726578063781723e-01	-4.328536037052589e-16
4.414369910955429e-02	+8.260688404264053e-01	+7.775129260513438e-01	-1.226333897838804e-16
4.431102052330971e-02	+8.267349542600516e-01	+7.824333583165037e-01	+8.482878224561737e-17
4.447834566235542e-02	+8.273983049400465e-01	+7.873808624247193e-01	+8.078422496645369e-16
4.464566707611084e-02	+8.280509292421535e-01	+7.923416119317790e-01	-4.276508635621997e-16
4.481299221515656e-02	+8.286985276893890e-01	+7.973150006217117e-01	+1.063160792439592e-16
4.498031362891197e-02	+8.293535984382371e-01	+8.022991543946695e-01	+9.260639429699296e-16
4.514763504266739e-02	+8.300345592331043e-01	+8.072933416366423e-01	-2.401235986478120e-16
4.531496018171310e-02	+8.307635955256683e-01	+8.123020688806059e-01	-4.623597295626518e-16
4.548228159546852e-02	+8.315522860924547e-01	+8.173366827734160e-01	+1.039772678047039e-16
4.564362764358521e-02	+8.320627611947410e-01	+8.215057097313627e-01	+1.250194789456091e-16
4.580497741699219e-02	+8.326651191311959e-01	+8.258561984263405e-01	+1.091269179659826e-16
4.596632346510887e-02	+8.335007558218305e-01	+8.304626714193217e-01	+9.929729179366250e-16
4.612766951322556e-02	+8.331551514451305e-01	+8.339445583580896e-01	-2.796835497404435e-16
4.628901928663254e-02	+8.334613263867340e-01	+8.381080869951067e-01	+9.676774507694728e-17
4.645036533474922e-02	+8.341337552536825e-01	+8.429626037499993e-01	-4.348845174320174e-16
4.661171138286591e-02	+8.347442995534560e-01	+8.478525259902480e-01	+3.826683976086007e-17
4.677305743098259e-02	+8.352644996552772e-01	+8.527005965379509e-01	+6.496609545102036e-16
4.693440720438957e-02	+8.356834451797611e-01	+8.575734457659752e-01	-4.894620616500665e-16
4.709575325250626e-02	+8.359914966395467e-01	+8.623993826491990e-01	+1.311457695954764e-16
4.725709930062294e-02	+8.362027944222648e-01	+8.671624930971004e-01	-1.253766017277845e-16
4.741844534873962e-02	+8.363192191113208e-01	+8.718729589383676e-01	+3.078373959059700e-16
4.757979512214661e-02	+8.363148404341049e-01	+8.765098486766070e-01	+6.469000232423929e-16
4.774114117026329e-02	+8.361587589596623e-01	+8.810516942551044e-01	-4.897215247536055e-16
4.790248721837997e-02	+8.358549103032504e-01	+8.855049383864064e-01	+6.582803365209916e-16
4.806383699178696e-02	+8.354169793341797e-01	+8.898824696734121e-01	+1.115277052371923e-16
4.822518303990364e-02	+8.348546271314871e-01	+8.941912176849461e-01	-4.815573035271980e-16
4.838652908802032e-02	+8.341788631919549e-01	+8.984399759930405e-01	+1.187328650433126e-16
4.854787513613701e-02	+8.334123683046880e-01	+9.026423995714458e-01	+1.149628716653492e-16
4.870922490954399e-02	+8.325728870168930e-01	+9.068093242055700e-01	+1.236235426392802e-16
4.887057095766068e-02	+8.316832942254571e-01	+9.109514159434172e-01	+7.133760094173343e-17
4.903191700577736e-02	+8.307641166433860e-01	+9.150645250313014e-01	+9.805054022552159e-16
4.919326305389404e-02	+8.298456746648527e-01	+9.191857992699269e-01	-2.411979367597312e-16
4.935461282730103e-02	+8.289207432339430e-01	+9.233251458893673e-01	+1.007851021625059e-16
4.951595887541771e-02	+8.279462262057466e-01	+9.274493248881343e-01	+4.245870347839900e-16
4.967730492353439e-02	+8.268972681111817e-01	+9.315389192625444e-01	-2.410354251090210e-16
4.983865469694138e-02	+8.257676722115271e-01	+9.355945691032467e-01	-4.634064483388512e-16
5.000000074505806e-02	+8.245625723163341e-01	+9.396246356008765e-01	+9.764276389265050e-17
5.015625059604645e-02	+8.230248359617688e-01	+9.427711262596363e-01	+6.833295113401527e-16
5.031250044703484e-02	+8.214369484092707e-01	+9.460348166498235e-01	+1.196269786187127e-16
5.046875029802322e-02	+8.198832022137498e-01	+9.495427651730625e-01	-4.678062959993633e-16
5.062247812747955e-02	+8.182047538044452e-01	+9.527280114398378e-01	+6.454651034450295e-16
5.077620968222618e-02	+8.165342919782868e-01	+9.560218832056178e-01	-4.636601843795991e-16
5.092994123697281e-02	+8.149185278952077e-01	+9.594702600362824e-01	+1.066172919341141e-16
5.108366906642914e-02	+8.133436063657701e-01	+9.629892116981388e-01	+6.606081425471478e-16
5.123740062117577e-02	+8.118197837578266e-01	+9.665627675862526e-01	+1.190582197864800e-16
5.139112845063210e-02	+8.103560986742684e-01	+9.701842719157062e-01	+9.921162755627216e-17
5.154486000537872e-02	+8.089701404812246e-01	+9.738617075414809e-01	+4.304907923236117e-16
5.169858783483505e-02	+8.076796045831722e-01	+9.776154270042968e-01	-2.685084895741669e-16
5.185231938958168e-02	+8.064889587916675e-01	+9.814540074223811e-01	+1.098429234487836e-16
5.200604721903801e-02	+8.053861209387674e-01	+9.853702133952050e-01	+5.850040446873631e-17
5.215977877378464e-02	+8.043699128718165e-01	+9.893640062574264e-01	+1.086628999212421e-16
5.231055244803429e-02	+8.032965038932542e-01	+9.929063638250112e-01	-4.486737636190478e-16
5.246132612228394e-02	+8.023039029617466e-01	+9.966028231580543e-01	-1.444205497722145e-16
5.261209979653358e-02	+8.014126316883636e-01	+1.000516861829246e+00	+9.016770052279181e-16
5.276287347078323e-02	+8.005785891993280e-01	+1.004543550436998e+00	+8.815439453119170e-17
5.291364714503288e-02	+7.997534693540659e-01	+1.008616115481625e+00	+1.159502255181424e-16
5.306442081928253e-02	+7.989148770890416e-01	+1.012707336481861e+00	+6.700097179504126e-17
5.321519449353218e-02	+7.980474287053215e-01	+1.016795505280518e+00	+6.352936362136845e-17
5.336596444249153e-02	+7.971565149400111e-01	+1.020877621854902e+00	-4.583686882969575e-16
5.351673811674118e-02	+7.962622414243831e-01	+1.024969060772989e+00	+1.012831040842493e-15
5.366751179099083e-02	+7.953712192071132e-01	+1.029062727204495e+00	-2.416607912311608e-16
5.381828546524048e-02	+7.945060151736785e-01	+1.033174917309049e+00	-4.727208918109482e-16
5.396905913949013e-02	+7.936852790516896e-01	+1.037319704674358e+00	+1.051550145458611e-15
5.411983281373978e-02	+7.929277891517018e-01	+1.041509217465063e+00	-2.842123738761206e-16
5.427060648798943e-02	+7.922473402972922e-01	+1.045757455270624e+00	+4.593271597030514e-16
5.442138016223907e-02	+7.916372375077602e-01	+1.050063165301697e+00	-2.531581864679298e-16
5.457215383648872e-02	+7.910849810925775e-01	+1.054417792340110e+00	-4.836551421209498e-16
5.472292751073837e-02	+7.905771331859905e-01	+1.058827899489118e+00	+6.665758039220292e-16
5.486951395869255e-02	+7.898997007511027e-01	+1.062458638617212e+00	+1.188107353492588e-16
5.501609668135643e-02	+7.892234196304150e-01	+1.066248796974095e+00	-7.309631752603768e-16
5.516268312931061e-02	+7.886011641239704e-01	+1.070315923441625e+00	+9.366438926401430e-16
5.530926957726479e-02	+7.879775195595129e-01	+1.074503403743095e+00	+1.017138297522068e-16
5.545585602521896e-02	+7.873090624000961e-01	+1.078719217633580e+00	-4.691337478269242e-16
5.560243874788284e-02	+7.865682454561872e-01	+1.082912797915799e+00	+6.984782959559723e-16
5.574902519583702e-02	+7.857215343893390e-01	+1.087042401547148e+00	+1.128457423045660e-16
5.589561164379120e-02	+7.847647154604883e-01	+1.091087046518480e+00	+5.816634057568651e-17
5.604219436645508e-02	+7.837312607246246e-01	+1.095072659763680e+00	-7.381750071509185e-16
5.618878081440926e-02	+7.826212030817684e-01	+1.098996239354646e+00	+9.643673354913452e-16
5.633536726236343e-02	+7.814386067612991e-01	+1.102860623573130e+00	+1.141963415175991e-16
5.648194998502731e-02	+7.801864148305129e-01	+1.106674304902099e+00	-5.209445164095323e-16
5.662853643298149e-02	+7.788783085839832e-01	+1.110451616511833e+00	+6.977511963479185e-16
5.677512288093567e-02	+7.775153743364658e-01	+1.114192633543398e+00	+6.542459525088820e-17
5.692170932888985e-02	+7.761046525489326e-01	+1.117902839882605e+00	-5.377715449380231e-16
5.706829205155373e-02	+7.746507052594681e-01	+1.121589123305969e+00	+1.108758311059602e-15
5.721487849950790e-02	+7.731552790094605e-01	+1.125250599570463e+00	+1.242212076904501e-16
5.736146494746208e-02	+7.716209941673259e-01	+1.128896425951118e+00	-2.805073152948647e-16
5.750804767012596e-02	+7.700357435510472e-01	+1.132507584762626e+00	+1.156989083499521e-16
5.765463411808014e-02	+7.683826837555890e-01	+1.136067014040676e+00	-4.966654837737304e-16
5.780122056603432e-02	+7.666452011375798e-01	+1.139558554843540e+00	+1.021485869852338e-15
5.794780701398849e-02	+7.648165754043608e-01	+1.142978319002421e+00	-2.443617584887405e-16
5.809438973665237e-02	+7.629023318943122e-01	+1.146328405660973e+00	+1.075182150006354e-16
5.824097618460655e-02	+7.609101392661705e-01	+1.149614805282263e+00	-4.616682888085989e-16
5.838756263256073e-02	+7.588390051396159e-01	+1.152836560886031e+00	+9.806468747869949e-17
5.853414535522461e-02	+7.566886568170537e-01	+1.155989892902263e+00	+7.506815112331880e-16
5.868073180317879e-02	+7.544738278260428e-01	+1.159088654785628e+00	+7.648393165645362e-16
5.882731825113297e-02	+7.522127256719611e-01	+1.162150421359465e+00	-5.662526528873833e-16
5.897390097379684e-02	+7.499078466951018e-01	+1.165176125760937e+00	+7.078735877160738e-17
5.912048742175102e-02	+7.475706656298191e-01	+1.168175042251639e+00	+9.825045655125816e-17
5.926707386970520e-02	+7.452269194685286e-01	+1.171167557498019e+00	+4.571718661618425e-16
5.941366031765938e-02	+7.428880389254756e-01	+1.174163564095448e+00	+7.651990517736749e-17
5.956024304032326e-02	+7.405707788032294e-01	+1.177177989577341e+00	-2.546782656856661e-16
5.970682948827744e-02	+7.382787909403601e-01	+1.180214317081833e+00	+4.864330095388769e-16
